 ,Area,X,Y
1001,0,1399.3,519.2
1002,0,702.4,523.6
1003,0,1345.2,517.7
1004,0,576.1,525.1
1005,0,1225.7,526.4
1006,0,1285.5,518.3
1007,0,419.9,522.7
1008,0,839.2,526.8
1009,0,1315.5,519.3
1010,0,339.3,520.0
1011,0,1031.9,522.4
1012,0,536.7,522.0
1013,0,947.3,523.5
1014,0,998.9,525.6
1015,0,1107.0,523.1
1016,0,722.8,528.2
1017,0,795.6,526.1
1018,0,1239.0,528.1
1019,0,398.9,524.6
1020,0,297.8,525.9
1021,0,673.5,529.9
1022,0,612.3,526.6
1023,0,967.5,532.1
1024,0,1134.1,528.5
1025,0,1351.6,530.4
1026,0,764.6,532.0
1027,0,1075.5,529.6
1028,0,468.4,531.6
1029,0,1194.1,529.9
1030,0,1383.5,532.3
1031,0,414.4,530.6
1032,0,446.2,530.5
1033,0,1366.8,531.3
1034,0,269.8,536.2
1035,0,508.2,538.7
1036,0,712.0,538.0
1037,0,386.1,536.5
1038,0,561.4,543.5
1039,0,804.6,538.8
1040,0,1035.6,539.2
1041,0,1093.5,537.0
1042,0,1129.5,538.6
1043,0,644.5,535.3
1044,0,746.0,541.8
1045,0,995.9,536.7
1046,0,1109.7,541.9
1047,0,1420.0,538.6
1048,0,1063.5,538.9
1049,0,1400.0,541.7
1050,0,444.0,536.5
1051,0,1260.0,536.5
1052,0,876.5,541.0
1053,0,1168.8,537.9
1054,0,1321.9,540.1
1055,0,1365.9,539.1
1056,0,329.6,542.2
1057,0,891.6,541.6
1058,0,1214.6,543.1
1059,0,765.6,542.5
1060,0,542.4,542.6
1061,0,1334.5,544.7
1062,0,521.7,544.2
1063,0,693.3,546.4
1064,0,921.9,543.4
1065,0,1368.5,542.5
1066,0,363.2,544.4
1067,0,528.8,544.7
1068,0,1054.8,549.2
1069,0,404.8,548.3
1070,0,605.8,546.2
1071,0,957.8,554.1
1072,0,1091.9,549.5
1073,0,1265.5,545.0
1074,0,226.6,552.0
1075,0,243.6,552.1
1076,0,786.0,555.5
1077,0,1238.6,550.9
1078,0,288.7,550.4
1079,0,484.0,550.8
1080,0,213.2,554.8
1081,0,593.5,552.6
1082,0,718.7,553.8
1083,0,1076.0,556.8
1084,0,1189.9,551.1
1085,0,197.5,554.3
1086,0,608.7,550.2
1087,0,865.4,552.2
1088,0,997.5,548.5
1089,0,1408.2,549.9
1090,0,422.3,558.9
1091,0,1269.2,557.4
1092,0,1371.4,556.0
1093,0,735.2,558.1
1094,0,548.6,554.8
1095,0,846.1,555.6
1096,0,1135.3,554.0
1097,0,1149.8,556.7
1098,0,1160.4,555.7
1099,0,582.7,557.4
1100,0,937.8,556.8
1101,0,1296.8,553.8
1102,0,274.5,560.1
1103,0,385.7,558.3
1104,0,980.2,560.9
1105,0,996.5,555.2
1106,0,1314.2,559.2
1107,0,404.1,560.8
1108,0,1104.4,561.0
1109,0,1253.9,563.5
1110,0,1132.6,560.8
1111,0,257.6,564.4
1112,0,446.5,565.9
1113,0,645.5,560.0
1114,0,1041.2,560.5
1115,0,876.5,568.3
1116,0,1319.1,568.3
1117,0,373.4,573.7
1118,0,1029.4,565.0
1119,0,620.6,565.4
1120,0,1209.3,568.9
1121,0,767.2,568.7
1122,0,1094.6,571.8
1123,0,574.8,573.6
1124,0,646.2,572.3
1125,0,1014.0,575.2
1126,0,1184.4,572.7
1127,0,328.6,574.7
1128,0,984.7,573.4
1129,0,1049.8,572.9
1130,0,305.3,575.4
1131,0,315.2,575.7
1132,0,690.6,574.2
1133,0,704.1,573.4
1134,0,759.9,574.2
1135,0,962.6,572.4
1136,0,824.5,575.7
1137,0,1164.4,572.4
1138,0,1124.3,576.9
1139,0,1275.1,577.7
1140,0,422.5,575.1
1141,0,934.4,573.8
1142,0,1141.5,576.3
1143,0,1296.2,578.3
1144,0,545.2,575.7
1145,0,725.5,579.0
1146,0,1196.6,582.6
1147,0,1404.7,577.0
1148,0,670.4,580.4
1149,0,1236.7,587.3
1150,0,1038.2,584.9
1151,0,1332.3,584.6
1152,0,1366.5,579.8
1153,0,496.0,582.4
1154,0,605.5,578.8
1155,0,398.8,583.8
1156,0,1134.0,583.5
1157,0,1306.3,584.9
1158,0,347.5,580.5
1159,0,426.5,581.2
1160,0,556.7,585.0
1161,0,1179.3,588.4
1162,0,528.0,583.0
1163,0,635.1,591.5
1164,0,740.2,590.5
1165,0,875.6,586.9
1166,0,1024.9,587.3
1167,0,1267.0,593.5
1168,0,232.0,587.8
1169,0,1113.6,589.1
1170,0,458.7,590.9
1171,0,854.2,589.9
1172,0,135.0,592.3
1173,0,761.1,593.7
1174,0,778.8,597.5
1175,0,982.2,591.6
1176,0,1089.8,590.5
1177,0,1152.5,593.6
1178,0,1058.0,595.9
1179,0,1428.4,595.2
1180,0,1134.6,592.9
1181,0,341.3,596.3
1182,0,1000.4,595.3
1183,0,72.7,598.7
1184,0,397.6,593.1
1185,0,1072.2,595.6
1186,0,165.7,595.7
1187,0,301.3,594.7
1188,0,259.3,603.0
1189,0,571.9,595.2
1190,0,1328.3,599.6
1191,0,307.1,596.4
1192,0,349.5,602.4
1193,0,587.3,597.4
1194,0,1042.5,601.9
1195,0,398.9,601.9
1196,0,1025.7,601.6
1197,0,669.5,597.5
1198,0,722.1,602.3
1199,0,373.7,599.3
1200,0,106.1,608.2
1201,0,370.0,601.0
1202,0,418.9,602.1
1203,0,567.5,600.5
1204,0,571.3,601.2
1205,0,1109.3,605.4
1206,0,277.7,601.9
1207,0,1143.8,606.3
1208,0,1294.0,607.7
1209,0,1355.5,609.1
1210,0,1378.3,611.9
1211,0,475.2,607.4
1212,0,1069.8,605.0
1213,0,1086.1,604.9
1214,0,1161.2,609.2
1215,0,46.0,610.8
1216,0,998.7,610.3
1217,0,1252.6,615.5
1218,0,494.5,610.7
1219,0,1410.5,606.2
1220,0,378.4,609.5
1221,0,734.1,609.7
1222,0,1190.1,609.4
1223,0,37.3,612.1
1224,0,643.0,615.4
1225,0,1120.5,612.7
1226,0,952.4,610.2
1227,0,1014.8,613.2
1228,0,1401.0,608.5
1229,0,1407.0,612.0
1230,0,148.6,618.0
1231,0,183.2,613.5
1232,0,354.1,613.8
1233,0,874.5,610.5
1234,0,1030.5,615.4
1235,0,708.5,615.8
1236,0,977.9,615.5
1237,0,290.2,618.5
1238,0,1178.1,619.5
1239,0,438.4,617.4
1240,0,472.0,614.0
1241,0,1229.8,618.0
1242,0,1191.5,614.5
1243,0,136.6,623.4
1244,0,228.7,619.4
1245,0,1105.7,621.7
1246,0,1149.6,623.1
1247,0,22.3,626.6
1248,0,160.3,624.4
1249,0,449.1,627.7
1250,0,1281.6,627.9
1251,0,261.1,623.4
1252,0,1052.8,625.5
1253,0,278.8,632.1
1254,0,619.5,625.0
1255,0,779.5,632.2
1256,0,1133.1,628.4
1257,0,483.4,628.9
1258,0,55.5,625.5
1259,0,706.5,628.2
1260,0,73.0,635.2
1261,0,102.3,635.2
1262,0,312.6,628.2
1263,0,867.2,628.9
1264,0,930.9,629.9
1265,0,963.2,628.7
1266,0,1207.7,630.0
1267,0,61.0,629.0
1268,0,317.1,636.4
1269,0,549.1,633.3
1270,0,1246.2,635.7
1271,0,1030.1,636.3
1272,0,373.3,632.9
1273,0,603.9,633.7
1274,0,1002.2,640.7
1275,0,343.3,636.5
1276,0,990.7,636.6
1277,0,834.3,634.3
1278,0,182.5,635.5
1279,0,358.9,641.9
1280,0,910.8,637.2
1281,0,1105.1,640.7
1282,0,140.0,644.2
1283,0,515.5,641.7
1284,0,764.8,639.3
1285,0,928.5,637.5
1286,0,184.3,641.8
1287,0,244.7,644.6
1288,0,407.8,641.2
1289,0,667.4,643.7
1290,0,645.8,649.0
1291,0,746.5,646.4
1292,0,1202.7,650.1
1293,0,1122.8,648.5
1294,0,179.2,645.2
1295,0,377.9,647.5
1296,0,1243.2,650.7
1297,0,284.6,654.3
1298,0,696.3,650.4
1299,0,41.7,652.7
1300,0,727.5,651.8
1301,0,1068.7,650.7
1302,0,526.8,651.9
1303,0,548.1,649.3
1304,0,683.4,651.7
1305,0,1034.8,652.9
1306,0,338.5,649.6
1307,0,569.2,648.5
1308,0,260.7,650.3
1309,0,436.6,652.8
1310,0,963.5,649.0
1311,0,132.3,654.8
1312,0,507.7,652.4
1313,0,514.8,653.5
1314,0,667.4,651.4
1315,0,117.0,655.6
1316,0,171.4,654.8
1317,0,17.3,663.8
1318,0,260.2,662.4
1319,0,748.7,663.0
1320,0,231.0,664.2
1321,0,570.5,655.5
1322,0,147.2,661.3
1323,0,217.1,661.6
1324,0,717.7,666.0
1325,0,445.6,662.9
1326,0,1171.4,662.6
1327,0,1281.2,668.8
1328,0,205.8,663.7
1329,0,528.8,664.2
1330,0,997.2,667.9
1331,0,380.7,668.8
1332,0,682.5,671.4
1333,0,970.0,666.0
1334,0,1021.1,668.6
1335,0,193.7,672.3
1336,0,468.8,671.9
1337,0,896.0,667.6
1338,0,1066.7,668.5
1339,0,95.0,666.5
1340,0,67.2,675.2
1341,0,89.6,670.0
1342,0,99.5,667.5
1343,0,118.8,674.1
1344,0,289.7,677.4
1345,0,402.8,672.3
1346,0,1047.4,674.2
1347,0,1094.7,675.5
1348,0,1110.1,678.7
1349,0,1128.8,678.5
1350,0,215.3,683.3
1351,0,277.2,678.3
1352,0,427.3,678.3
1353,0,1149.8,683.0
1354,0,172.3,681.1
1355,0,53.1,682.1
1356,0,130.9,683.8
1357,0,725.6,682.4
1358,0,1204.4,684.9
1359,0,488.5,680.3
1360,0,152.7,684.2
1361,0,11.0,688.5
1362,0,44.6,683.7
1363,0,495.3,682.0
1364,0,513.3,684.3
1365,0,280.5,682.5
1366,0,85.5,690.7
1367,0,243.8,690.3
1368,0,638.5,684.5
1369,0,977.4,690.7
1370,0,1250.2,691.3
1371,0,40.9,695.5
1372,0,1006.1,690.7
1373,0,103.3,692.1
1374,0,395.8,691.9
1375,0,55.1,696.7
1376,0,459.2,693.5
1377,0,176.9,696.0
1378,0,528.6,691.4
1379,0,1147.2,695.5
1380,0,288.5,694.2
1381,0,570.7,697.9
1382,0,114.9,697.2
1383,0,262.8,700.3
1384,0,592.9,701.1
1385,0,628.9,697.8
1386,0,636.8,695.8
1387,0,714.9,700.7
1388,0,1050.0,702.4
1389,0,1061.8,702.9
1390,0,189.7,699.7
1391,0,1082.0,704.1
1392,0,124.2,701.3
1393,0,229.5,699.3
1394,0,246.1,703.8
1395,0,562.6,703.2
1396,0,686.2,698.8
1397,0,1032.1,704.3
1398,0,1177.3,700.9
1399,0,25.8,704.3
1400,0,95.8,705.5
1401,0,131.2,705.4
1402,0,237.0,702.1
1403,0,1117.5,706.5
1404,0,487.0,706.0
1405,0,688.0,702.0
1406,0,704.0,708.4
1407,0,631.0,707.6
1408,0,107.6,707.8
1409,0,211.5,707.3
1410,0,286.9,706.1
1411,0,231.4,714.9
1412,0,378.2,707.5
1413,0,1171.9,709.0
1414,0,502.4,712.2
1415,0,535.2,713.3
1416,0,413.7,720.1
1417,0,34.5,718.0
1418,0,152.5,713.5
1419,0,360.8,719.2
1420,0,55.7,717.7
1421,0,209.0,715.2
1422,0,286.8,714.6
1423,0,77.5,714.5
1424,0,98.0,720.1
1425,0,690.4,719.2
1426,0,1030.2,722.7
1427,0,72.7,719.3
1428,0,109.9,724.8
1429,0,305.0,728.3
1430,0,444.2,721.0
1431,0,174.9,720.7
1432,0,732.0,726.2
1433,0,14.7,729.0
1434,0,348.3,727.3
1435,0,668.0,724.1
1436,0,201.1,725.4
1437,0,526.2,733.0
1438,0,332.1,725.8
1439,0,507.6,727.8
1440,0,646.9,729.5
1441,0,390.4,734.5
1442,0,1112.9,730.5
1443,0,552.2,734.0
1444,0,83.3,731.2
1445,0,1055.6,732.2
1446,0,38.1,732.8
1447,0,154.2,728.8
1448,0,92.0,731.2
1449,0,255.8,736.0
1450,0,148.4,732.4
1451,0,639.4,735.2
1452,0,1077.7,737.3
1453,0,52.8,738.1
1454,0,133.8,737.0
1455,0,293.5,739.8
1456,0,127.7,737.3
1457,0,373.8,736.9
1458,0,708.7,745.0
1459,0,150.3,742.9
1460,0,214.9,743.1
1461,0,375.1,743.4
1462,0,434.7,749.8
1463,0,1085.0,741.5
1464,0,108.2,746.5
1465,0,184.3,746.0
1466,0,554.8,746.7
1467,0,676.3,746.6
1468,0,298.6,752.8
1469,0,624.4,747.7
1470,0,123.7,750.0
1471,0,39.0,752.9
1472,0,225.0,749.8
1473,0,323.3,752.9
1474,0,527.6,754.5
1475,0,60.9,752.7
1476,0,364.6,753.6
1477,0,382.2,759.4
1478,0,512.0,750.5
1479,0,312.1,762.3
1480,0,417.9,753.3
1481,0,225.0,755.3
1482,0,112.6,758.3
1483,0,279.4,759.6
1484,0,507.5,754.5
1485,0,554.5,759.5
1486,0,18.9,765.1
1487,0,638.4,763.0
1488,0,120.2,758.6
1489,0,266.7,760.1
1490,0,75.6,760.8
1491,0,436.5,765.1
1492,0,1084.0,764.7
1493,0,49.9,766.0
1494,0,81.5,761.5
1495,0,138.7,761.5
1496,0,98.7,766.2
1497,0,727.9,762.7
1498,0,170.5,772.3
1499,0,593.4,766.8
1500,0,159.2,767.2
1501,0,552.9,771.3
1502,0,70.5,770.9
1503,0,102.5,769.0
1504,0,38.9,774.0
1505,0,157.0,769.5
1506,0,375.0,778.7
1507,0,652.2,773.8
1508,0,86.2,776.2
1509,0,289.7,773.2
1510,0,334.2,778.0
1511,0,361.4,774.6
1512,0,621.5,774.7
1513,0,237.0,772.5
1514,0,450.3,773.1
1515,0,404.7,781.9
1516,0,535.9,775.5
1517,0,544.4,776.5
1518,0,248.7,775.1
1519,0,107.8,778.5
1520,0,683.0,777.0
1521,0,522.5,781.6
1522,0,579.8,783.2
1523,0,50.2,785.4
1524,0,260.9,786.5
1525,0,198.5,781.2
1526,0,36.2,785.9
1527,0,216.5,786.0
1528,0,236.2,790.2
1529,0,305.0,794.3
1530,0,471.8,785.1
1531,0,594.2,785.6
1532,0,72.4,787.7
1533,0,77.5,787.5
1534,0,152.6,797.8
1535,0,614.9,793.3
1536,0,176.5,794.7
1537,0,527.7,788.9
1538,0,17.7,798.5
1539,0,123.8,797.4
1540,0,132.4,795.4
1541,0,494.5,797.7
1542,0,417.1,798.3
1543,0,278.7,801.3
1544,0,716.2,797.1
1545,0,37.3,801.0
1546,0,101.5,797.5
1547,0,220.8,798.9
1548,0,455.8,798.6
1549,0,216.6,802.3
1550,0,61.9,805.6
1551,0,330.8,806.2
1552,0,361.4,803.0
1553,0,311.0,810.4
1554,0,413.4,808.9
1555,0,221.0,804.0
1556,0,576.4,811.5
1557,0,556.3,809.0
1558,0,52.9,808.1
1559,0,124.5,809.4
1560,0,197.7,809.9
1561,0,118.2,815.3
1562,0,46.3,814.1
1563,0,249.1,818.5
1564,0,272.4,812.1
1565,0,609.1,816.8
1566,0,504.4,815.9
1567,0,368.3,821.9
1568,0,232.0,817.7
1569,0,629.3,818.0
1570,0,198.5,816.0
1571,0,348.3,817.9
1572,0,418.4,820.1
1573,0,678.8,829.2
1574,0,189.8,819.4
1575,0,39.0,824.5
1576,0,291.3,828.2
1577,0,554.0,824.4
1578,0,354.7,822.6
1579,0,67.4,829.0
1580,0,112.3,828.2
1581,0,220.6,824.4
1582,0,335.0,822.0
1583,0,588.0,825.3
1584,0,630.1,826.3
1585,0,318.5,826.9
1586,0,703.1,826.8
1587,0,167.7,825.5
1588,0,307.0,828.9
1589,0,413.8,826.2
1590,0,465.3,826.5
1591,0,33.4,833.0
1592,0,583.8,831.8
1593,0,165.2,837.1
1594,0,202.6,834.0
1595,0,549.6,833.1
1596,0,238.9,836.1
1597,0,632.6,837.1
1598,0,562.8,838.3
1599,0,688.9,844.9
1600,0,82.1,842.9
1601,0,233.3,835.4
1602,0,436.7,843.6
1603,0,719.8,841.0
1604,0,86.9,836.7
1605,0,257.2,840.4
1606,0,510.6,845.3
1607,0,139.5,837.5
1608,0,145.6,842.7
1609,0,292.3,846.0
1610,0,607.6,846.2
1611,0,269.7,849.5
1612,0,30.5,846.6
1613,0,45.6,845.2
1614,0,244.0,848.1
1615,0,311.5,851.6
1616,0,662.4,854.9
1617,0,23.1,853.3
1618,0,216.0,846.0
1619,0,488.3,848.0
1620,0,155.6,853.3
1621,0,179.7,849.4
1622,0,566.3,854.3
1623,0,75.9,859.0
1624,0,185.0,855.2
1625,0,219.9,852.9
1626,0,239.0,856.4
1627,0,253.0,856.5
1628,0,334.0,863.4
1629,0,427.3,860.1
1630,0,243.6,855.4
1631,0,261.6,857.3
1632,0,282.7,864.5
1633,0,398.8,866.1
1634,0,630.5,858.5
1635,0,125.8,860.4
1636,0,377.4,861.4
1637,0,1420.6,865.7
1638,0,199.5,861.8
1639,0,94.8,869.4
1640,0,548.3,865.8
1641,0,223.0,862.0
1642,0,625.4,866.1
1643,0,58.9,869.4
1644,0,595.1,863.3
1645,0,447.5,864.5
1646,0,121.4,865.5
1647,0,315.2,869.1
1648,0,319.7,866.9
1649,0,348.5,875.8
1650,0,235.3,872.6
1651,0,208.8,872.9
1652,0,674.5,876.7
1653,0,287.9,874.5
1654,0,378.0,878.3
1655,0,117.6,876.8
1656,0,264.5,876.8
1657,0,587.0,871.5
1658,0,12.1,875.6
1659,0,29.4,883.9
1660,0,76.3,880.3
1661,0,313.6,874.3
1662,0,133.6,881.8
1663,0,457.0,878.3
1664,0,521.7,883.8
1665,0,639.5,883.8
1666,0,448.6,878.9
1667,0,293.7,883.3
1668,0,241.0,880.0
1669,0,186.3,885.7
1670,0,330.0,885.8
1671,0,1346.4,892.5
1672,0,199.9,884.6
1673,0,219.8,887.5
1674,0,432.2,887.8
1675,0,397.0,883.9
1676,0,258.5,886.2
1677,0,270.8,884.2
1678,0,281.6,891.3
1679,0,16.6,889.4
1680,0,553.9,888.8
1681,0,591.1,887.0
1682,0,62.8,892.7
1683,0,314.8,893.5
1684,0,163.1,892.2
1685,0,205.4,891.0
1686,0,346.6,894.7
1687,0,453.0,894.3
1688,0,239.4,895.5
1689,0,295.0,895.0
1690,0,1386.3,896.0
1691,0,181.5,890.5
1692,0,447.4,893.2
1693,0,416.0,897.1
1694,0,25.0,895.5
1695,0,326.5,902.9
1696,0,477.0,901.3
1697,0,172.5,895.5
1698,0,375.9,903.5
1699,0,505.1,898.7
1700,0,1406.3,907.9
1701,0,1378.3,904.5
1702,0,422.9,899.9
1703,0,172.6,901.0
1704,0,93.5,901.0
1705,0,314.3,909.6
1706,0,466.1,904.1
1707,0,72.0,909.6
1708,0,96.5,904.0
1709,0,188.7,905.2
1710,0,198.4,907.8
1711,0,35.7,906.1
1712,0,236.6,910.4
1713,0,85.5,906.5
1714,0,91.4,909.0
1715,0,457.4,910.1
1716,0,1044.5,917.8
1717,0,609.5,908.5
1718,0,1064.6,917.1
1719,0,145.2,914.4
1720,0,263.1,912.8
1721,0,610.3,911.7
1722,0,430.5,912.5
1723,0,182.2,914.2
1724,0,295.5,916.7
1725,0,367.0,920.6
1726,0,618.2,914.5
1727,0,462.9,918.4
1728,0,248.2,919.2
1729,0,413.5,923.7
1730,0,58.5,920.8
1731,0,190.0,923.2
1732,0,154.1,921.7
1733,0,266.2,920.0
1734,0,177.7,922.4
1735,0,253.5,921.0
1736,0,336.1,927.0
1737,0,375.8,928.5
1738,0,11.5,925.5
1739,0,267.6,929.0
1740,0,192.6,930.9
1741,0,236.4,930.5
1742,78,33.6,7.6
1743,58,239.3,4.7
1744,169,534.8,10.5
1745,10,702.0,3.5
1746,45,710.3,7.3
1747,5,1014.3,3.9
1748,47,1391.0,6.9
1749,35,139.1,8.3
1750,52,253.8,9.3
1751,40,564.5,7.6
1752,47,132.1,9.5
1753,22,1091.1,8.8
1754,3,1419.8,7.2
1755,31,387.9,10.9
1756,17,786.3,9.3
1757,23,366.7,10.5
1758,205,747.2,16.4
1759,1,603.5,9.5
1760,14,641.4,10.4
1761,103,1093.7,18.5
1762,12,1076.3,12.9
1763,83,1414.9,17.2
1764,44,580.5,15.9
1765,181,1388.8,17.1
1766,45,318.8,16.5
1767,210,682.0,22.4
1768,49,280.5,19.1
1769,194,627.3,23.7
1770,153,1047.7,21.5
1771,81,121.1,22.2
1772,7,722.5,17.5
1773,15,468.4,19.0
1774,190,596.8,23.8
1775,96,188.7,24.2
1776,12,544.9,20.4
1777,4,552.0,19.0
1778,84,782.0,23.4
1779,82,204.9,24.7
1780,19,154.6,23.8
1781,101,176.3,27.2
1782,32,230.9,23.1
1783,10,1313.0,21.3
1784,57,742.1,26.3
1785,7,1121.5,23.8
1786,22,20.4,26.1
1787,30,49.2,25.7
1788,8,296.4,24.4
1789,23,345.8,27.7
1790,2,544.5,25.0
1791,6,1141.3,25.8
1792,76,478.1,28.9
1793,1,376.5,26.5
1794,88,1045.7,32.1
1795,71,282.4,33.3
1796,10,402.8,29.6
1797,7,1028.5,29.5
1798,8,16.1,31.8
1799,19,44.4,31.8
1800,82,1402.1,34.9
1801,2,21.0,31.5
1802,50,85.2,34.9
1803,27,254.5,35.6
1804,76,263.3,38.4
1805,139,745.7,39.2
1806,163,1384.7,40.2
1807,202,628.6,40.7
1808,9,548.9,35.4
1809,268,701.1,43.4
1810,81,1420.9,39.7
1811,60,184.9,39.0
1812,36,417.5,38.1
1813,2,427.5,36.0
1814,36,222.1,38.4
1815,49,805.2,42.0
1816,6,480.2,38.5
1817,94,1097.8,41.7
1818,5,302.1,39.3
1819,15,568.6,40.1
1820,1,670.5,38.5
1821,4,399.5,40.0
1822,102,43.9,46.0
1823,58,233.5,44.6
1824,165,366.3,48.5
1825,41,516.5,45.2
1826,5,134.1,42.3
1827,170,381.6,48.8
1828,21,402.4,43.7
1829,16,216.9,45.2
1830,90,1093.8,49.2
1831,15,135.0,47.4
1832,163,461.2,52.5
1833,78,716.5,49.8
1834,98,1071.8,52.1
1835,15,450.4,49.4
1836,38,571.1,50.8
1837,7,775.8,48.1
1838,99,1055.2,52.7
1839,14,725.7,50.1
1840,78,111.1,54.9
1841,22,259.4,52.0
1842,8,396.6,51.1
1843,21,419.5,52.4
1844,36,434.8,53.4
1845,103,662.5,59.8
1846,10,1279.3,53.5
1847,101,770.4,57.5
1848,13,6.0,55.7
1849,84,20.5,59.3
1850,4,71.0,55.0
1851,110,48.7,62.5
1852,42,74.7,61.0
1853,60,257.2,63.0
1854,4,561.0,58.0
1855,42,631.1,61.6
1856,4,281.0,59.5
1857,184,1357.8,69.1
1858,25,219.6,63.8
1859,36,416.6,63.6
1860,20,783.7,64.6
1861,141,1036.6,71.3
1862,73,452.1,68.5
1863,194,580.1,70.7
1864,35,756.3,67.3
1865,28,1087.4,65.6
1866,12,1097.0,64.8
1867,28,265.8,67.3
1868,4,504.0,65.0
1869,71,467.3,71.7
1870,100,677.1,72.5
1871,9,1093.6,67.6
1872,41,816.9,70.4
1873,11,786.9,69.6
1874,104,364.9,74.3
1875,61,1084.5,73.6
1876,117,395.5,77.9
1877,84,421.0,74.7
1878,12,611.8,72.9
1879,46,95.0,75.5
1880,23,226.4,75.8
1881,26,601.7,77.8
1882,12,252.0,77.2
1883,122,655.3,80.1
1884,203,708.7,85.7
1885,106,41.9,81.5
1886,32,789.6,79.3
1887,2,615.0,78.5
1888,14,223.6,81.6
1889,3,616.2,81.2
1890,36,1059.6,83.5
1891,37,451.1,84.0
1892,44,635.7,86.2
1893,112,725.2,87.9
1894,18,337.8,84.4
1895,23,293.9,87.5
1896,58,669.1,91.2
1897,125,31.4,93.9
1898,4,522.0,87.5
1899,44,61.8,92.0
1900,8,593.4,88.6
1901,77,618.4,92.4
1902,20,1387.0,91.0
1903,65,309.7,93.6
1904,5,1419.9,90.7
1905,12,273.8,91.6
1906,78,653.6,97.5
1907,34,352.8,95.3
1908,8,444.2,92.5
1909,65,1397.3,96.1
1910,11,167.7,94.1
1911,9,594.6,94.4
1912,18,112.2,95.3
1913,23,197.3,95.9
1914,18,1419.6,96.1
1915,16,68.3,96.6
1916,1,272.5,95.5
1917,31,117.6,99.2
1918,43,316.5,99.9
1919,7,391.9,97.8
1920,75,1409.4,102.4
1921,42,287.4,101.3
1922,118,1325.5,108.1
1923,16,1374.2,102.0
1924,41,704.8,103.0
1925,37,724.8,104.4
1926,117,780.4,108.0
1927,29,1148.1,102.7
1928,3,226.8,101.8
1929,137,296.3,109.2
1930,26,544.6,104.9
1931,69,602.7,107.1
1932,163,1363.7,109.1
1933,100,87.8,110.0
1934,10,432.0,104.5
1935,126,460.2,111.0
1936,56,618.5,107.8
1937,9,366.9,105.6
1938,179,1392.2,110.2
1939,65,247.4,109.0
1940,9,501.2,107.9
1941,83,344.2,113.3
1942,12,1163.8,111.4
1943,30,960.1,113.9
1944,1,228.5,112.5
1945,47,481.0,114.8
1946,10,324.2,114.8
1947,54,446.5,116.5
